Population,Count,"Rate (per 100,000)",Province,Sex,Age Group
75030,55,73,Saskatchewan,Males,65-79
1474914,1110,75,Ontario,Males,50-64
412439,310,75,Alberta,Males,50-64
664906,510,76,Quebec,Males,65-79
1765123,1480,83,Quebec,Both sexes,50-64
82312,70,85,Nova Scotia,Males,65-79
522725,450,86,British Columbia,Males,50-64
177617,155,87,Manitoba,Both sexes,65-79
211770,190,89,Saskatchewan,Both sexes,50-64
217500,200,91,Nova Scotia,Both sexes,50-64
1481020,1350,91,Ontario,Females,35-49
535442,490,91,British Columbia,Females,35-49
152565,145,95,Saskatchewan,Both sexes,65-79
250984,245,97,Manitoba,Both sexes,50-64
172737,170,98,Nova Scotia,Both sexes,65-79
979784,980,100,Ontario,Males,65-79
253621,255,100,Alberta,Males,65-79
33975,35,103,Prince Edward Island,Both sexes,50-64
821334,860,104,Alberta,Both sexes,50-64
386129,405,104,British Columbia,Males,65-79
1370506,1445,105,Quebec,Both sexes,65-79
90425,100,110,Nova Scotia,Females,65-79
879778,975,110,Quebec,Females,50-64
104544,115,110,Saskatchewan,Females,50-64
2994865,3370,112,Ontario,Both sexes,50-64
77535,90,116,Saskatchewan,Females,65-79
111467,145,130,Nova Scotia,Females,50-64
92148,120,130,Manitoba,Females,65-79
2081884,2765,132,Ontario,Both sexes,65-79
705600,940,133,Quebec,Females,65-79
1077882,1435,133,British Columbia,Both sexes,50-64
408895,555,135,Alberta,Females,50-64
524222,720,137,Alberta,Both sexes,65-79
809808,1130,139,British Columbia,Both sexes,65-79
126891,180,141,Manitoba,Females,50-64
17434,25,143,Prince Edward Island,Females,50-64
1519951,2260,148,Ontario,Females,50-64
1102100,1790,162,Ontario,Females,65-79
270601,460,169,Alberta,Females,65-79
423679,725,171,British Columbia,Females,65-79
555157,990,178,British Columbia,Females,50-64
