Population,Count,"Rate (per 100,000)",Province,Sex,Age Group
152565,1530,1002,Saskatchewan,Both sexes,65-79
979784,9850,1005,Ontario,Males,65-79
124093,1250,1007,Manitoba,Males,50-64
217500,2195,1009,Nova Scotia,Both sexes,50-64
68843,700,1016,New Brunswick,Males,65-79
82312,840,1020,Nova Scotia,Males,65-79
177617,1815,1021,Manitoba,Both sexes,65-79
85469,895,1047,Manitoba,Males,65-79
88381,965,1091,New Brunswick,Males,50-64
75030,835,1112,Saskatchewan,Males,65-79
106033,1265,1193,Nova Scotia,Males,50-64
