Population,Count,"Rate (per 100,000)",Province,Sex,Age Group
124093,1190,958,Manitoba,Males,50-64
217500,2095,963,Nova Scotia,Both sexes,50-64
107226,1055,983,Saskatchewan,Males,50-64
1765123,17380,984,Quebec,Both sexes,50-64
177753,1780,1001,New Brunswick,Both sexes,50-64
423679,4385,1034,British Columbia,Females,65-79
1474914,15460,1048,Ontario,Males,50-64
270601,2940,1086,Alberta,Females,65-79
16541,180,1088,Prince Edward Island,Males,50-64
14101,155,1099,Prince Edward Island,Females,65-79
106033,1275,1202,Nova Scotia,Males,50-64
809808,9985,1233,British Columbia,Both sexes,65-79
885345,10930,1234,Quebec,Males,50-64
26985,340,1259,Prince Edward Island,Both sexes,65-79
524222,6600,1259,Alberta,Both sexes,65-79
88381,1135,1284,New Brunswick,Males,50-64
90425,1185,1310,Nova Scotia,Females,65-79
172737,2430,1406,Nova Scotia,Both sexes,65-79
73991,1050,1419,New Brunswick,Females,65-79
253621,3660,1443,Alberta,Males,65-79
386129,5600,1450,British Columbia,Males,65-79
12884,190,1474,Prince Edward Island,Males,65-79
1102100,16680,1513,Ontario,Females,65-79
92148,1395,1513,Manitoba,Females,65-79
82312,1250,1518,Nova Scotia,Males,65-79
142834,2225,1557,New Brunswick,Both sexes,65-79
705600,11465,1624,Quebec,Females,65-79
177617,2945,1658,Manitoba,Both sexes,65-79
2081884,34630,1663,Ontario,Both sexes,65-79
68843,1170,1699,New Brunswick,Males,65-79
1370506,23815,1737,Quebec,Both sexes,65-79
77535,1395,1799,Saskatchewan,Females,65-79
85469,1550,1813,Manitoba,Males,65-79
979784,17945,1831,Ontario,Males,65-79
664906,12350,1857,Quebec,Males,65-79
152565,2965,1943,Saskatchewan,Both sexes,65-79
75030,1565,2085,Saskatchewan,Males,65-79
