Population,Count,"Rate (per 100,000)",Province,Sex,Age Group
386129,2205,571,British Columbia,Males,65-79
664906,3840,577,Quebec,Males,65-79
1102100,6535,592,Ontario,Females,65-79
2081884,13340,640,Ontario,Both sexes,65-79
26985,180,667,Prince Edward Island,Both sexes,65-79
92148,620,672,Manitoba,Females,65-79
14101,95,673,Prince Edward Island,Females,65-79
979784,6800,694,Ontario,Males,65-79
12884,90,698,Prince Edward Island,Males,65-79
77535,560,722,Saskatchewan,Females,65-79
177617,1300,731,Manitoba,Both sexes,65-79
152565,1195,783,Saskatchewan,Both sexes,65-79
85469,675,789,Manitoba,Males,65-79
75030,640,852,Saskatchewan,Males,65-79
